Date,Product Name,Category,Region,Quantity Sold,Revenue,Profit,Inventory Level,Marketing Spend,Customer Rating,Discount Percentage,Seasonal Event Flag
2024-10-18,EcoTemp Thermostat,Home & Kitchen,EMEA,9,1169.91,452.49,3449,61.88,4.9,0.0,None
2024-10-18,EcoTemp Thermostat,Home & Kitchen,APAC,12,1559.88,610.34,3416,54.46,4.8,0.0,None
2024-10-18,EcoTemp Thermostat,Home & Kitchen,Latin America,6,779.94,305.34,3723,26.55,4.8,0.0,None
2024-10-18,GlowSerum v2,Beauty,North America,25,1249.75,867.03,1512,31.16,4.7,0.0,None
2024-10-18,GlowSerum v2,Beauty,EMEA,18,899.82,612.62,1899,69.02,4.8,0.0,None
2024-10-18,GlowSerum v2,Beauty,APAC,26,1156.77,746.03,1648,83.28,4.3,11.0,None
2024-10-18,GlowSerum v2,Beauty,Latin America,18,764.85,457.39,3396,150.07,5.0,15.0,None
2024-10-18,Apex Yoga Mat,Sports,North America,14,559.86,351.35,2085,50.25,4.3,0.0,None
2024-10-18,Apex Yoga Mat,Sports,EMEA,9,359.91,216.78,3401,68.64,4.1,0.0,None
2024-10-18,Apex Yoga Mat,Sports,APAC,10,399.9,247.91,2347,48.1,4.9,0.0,None
2024-10-18,Apex Yoga Mat,Sports,Latin America,7,279.93,174.98,3901,27.89,4.3,0.0,None
2024-10-19,Smart Pro Watch,Electronics,North America,20,3999.8,1783.42,2216,65.96,4.9,0.0,None
2024-10-19,Smart Pro Watch,Electronics,EMEA,20,3999.8,1791.88,2923,32.13,4.8,0.0,None
2024-10-19,Smart Pro Watch,Electronics,APAC,21,4199.79,1871.38,2908,74.1,4.3,0.0,None
2024-10-19,Smart Pro Watch,Electronics,Latin America,13,2599.87,1153.32,4399,66.48,4.2,0.0,None
2024-10-19,Neural Headset,Electronics,North America,22,6599.78,3287.86,2294,48.1,4.4,0.0,None
2024-10-19,Neural Headset,Electronics,EMEA,24,7199.76,3581.66,3037,72.88,4.3,0.0,None
2024-10-19,Neural Headset,Electronics,APAC,26,7799.74,3888.56,3294,45.24,4.4,0.0,None
2024-10-19,Neural Headset,Electronics,Latin America,14,4199.86,2088.21,3729,46.87,4.2,0.0,None
2024-10-19,AeroFit Runner Tee,Apparel,North America,38,1329.62,789.0,760,35.08,4.5,0.0,None
2024-10-19,AeroFit Runner Tee,Apparel,EMEA,35,1224.65,725.02,1503,39.08,4.4,0.0,None
2024-10-19,AeroFit Runner Tee,Apparel,APAC,40,1399.6,821.14,1162,74.47,4.5,0.0,None
2024-10-19,AeroFit Runner Tee,Apparel,Latin America,21,734.79,435.08,2617,23.18,4.9,0.0,None
2024-10-19,Holo-Knit Hoodie,Apparel,North America,36,2879.64,1572.9,777,43.61,4.4,0.0,None
2024-10-19,Holo-Knit Hoodie,Apparel,EMEA,31,2479.69,1355.74,1902,32.36,4.7,0.0,None
2024-10-19,Holo-Knit Hoodie,Apparel,APAC,43,3267.59,1677.23,1268,170.23,4.7,5.0,None
2024-10-19,Holo-Knit Hoodie,Apparel,Latin America,23,1839.77,997.87,2627,56.01,4.1,0.0,None
2024-10-19,EcoTemp Thermostat,Home & Kitchen,North America,16,2079.84,825.43,3160,26.01,4.6,0.0,None
2024-10-19,EcoTemp Thermostat,Home & Kitchen,EMEA,8,1039.92,408.83,3892,28.54,4.7,0.0,None
2024-10-19,EcoTemp Thermostat,Home & Kitchen,APAC,13,1689.87,665.11,3715,43.34,4.4,0.0,None
2024-10-19,EcoTemp Thermostat,Home & Kitchen,Latin America,8,1039.92,397.18,4176,75.16,4.8,0.0,None
2024-10-19,GlowSerum v2,Beauty,North America,31,1549.69,1069.3,1781,61.92,4.9,0.0,None
2024-10-19,GlowSerum v2,Beauty,EMEA,22,1099.78,762.11,2337,30.93,4.8,0.0,None
2024-10-19,GlowSerum v2,Beauty,APAC,26,1299.74,899.46,2135,41.44,4.8,0.0,None
2024-10-19,GlowSerum v2,Beauty,Latin America,16,799.84,554.13,3843,23.05,4.1,0.0,None
2024-10-19,Apex Yoga Mat,Sports,North America,21,839.79,530.07,2496,63.17,4.4,0.0,None
2024-10-19,Apex Yoga Mat,Sports,EMEA,18,719.82,457.79,3907,40.39,4.3,0.0,None
2024-10-19,Apex Yoga Mat,Sports,APAC,17,679.83,429.5,2696,49.54,4.5,0.0,None
2024-10-19,Apex Yoga Mat,Sports,Latin America,9,359.91,214.98,4379,75.85,4.6,0.0,None
2024-10-20,Smart Pro Watch,Electronics,North America,25,4999.75,2234.89,2191,59.99,5.0,0.0,None
2024-10-20,Smart Pro Watch,Electronics,EMEA,18,3599.82,1604.76,2905,60.65,4.2,0.0,None
2024-10-20,Smart Pro Watch,Electronics,APAC,23,4599.77,2054.08,2885,63.28,4.1,0.0,None
2024-10-20,Smart Pro Watch,Electronics,Latin America,16,3199.84,1433.04,4383,27.56,4.0,0.0,None
2024-10-20,Neural Headset,Electronics,North America,18,5399.82,2694.22,2276,22.74,4.3,0.0,None
2024-10-20,Neural Headset,Electronics,EMEA,18,4967.83,2245.58,3019,89.38,4.2,8.0,None
2024-10-20,Neural Headset,Electronics,APAC,20,5999.8,2981.69,3274,72.83,4.5,0.0,None
2024-10-20,Neural Headset,Electronics,Latin America,13,3899.87,1933.68,3716,65.0,4.9,0.0,None
2024-10-20,AeroFit Runner Tee,Apparel,North America,45,1574.55,934.62,715,40.43,4.0,0.0,None
2024-10-20,AeroFit Runner Tee,Apparel,EMEA,32,1119.68,659.51,1471,49.21,4.9,0.0,None
2024-10-20,AeroFit Runner Tee,Apparel,APAC,50,1662.02,918.65,1112,174.29,4.1,5.0,None
2024-10-20,AeroFit Runner Tee,Apparel,Latin America,21,734.79,429.29,2596,46.35,4.3,0.0,None
2024-10-20,Holo-Knit Hoodie,Apparel,North America,47,3759.53,2049.31,730,73.73,4.7,0.0,None
2024-10-20,Holo-Knit Hoodie,Apparel,EMEA,31,2479.69,1345.48,1871,73.39,4.2,0.0,None
2024-10-20,Holo-Knit Hoodie,Apparel,APAC,34,2719.66,1478.09,1234,70.9,5.0,0.0,None
2024-10-20,Holo-Knit Hoodie,Apparel,Latin America,26,2079.74,1138.55,2601,21.23,4.4,0.0,None
2024-10-20,EcoTemp Thermostat,Home & Kitchen,North America,17,2209.83,867.55,3143,65.53,4.0,0.0,None
2024-10-20,EcoTemp Thermostat,Home & Kitchen,EMEA,11,1429.89,561.74,3881,40.88,4.0,0.0,None
2024-10-20,EcoTemp Thermostat,Home & Kitchen,APAC,14,1819.86,708.16,3701,79.12,4.4,0.0,None
2024-10-20,EcoTemp Thermostat,Home & Kitchen,Latin America,9,1169.91,456.07,4167,47.56,4.3,0.0,None
2024-10-20,GlowSerum v2,Beauty,North America,27,1349.73,930.4,1754,57.66,4.8,0.0,None
2024-10-20,GlowSerum v2,Beauty,EMEA,19,949.81,656.55,2318,33.28,4.3,0.0,None
2024-10-20,GlowSerum v2,Beauty,APAC,26,1299.74,904.59,2109,20.91,4.6,0.0,None
2024-10-20,GlowSerum v2,Beauty,Latin America,14,699.86,472.32,3829,70.34,4.0,0.0,None
2024-10-20,Apex Yoga Mat,Sports,North America,22,879.78,557.3,2474,58.23,4.4,0.0,None
2024-10-20,Apex Yoga Mat,Sports,EMEA,13,519.87,332.71,3894,20.84,4.9,0.0,None
2024-10-20,Apex Yoga Mat,Sports,APAC,13,519.87,327.16,2683,43.04,4.6,0.0,None
2024-10-20,Apex Yoga Mat,Sports,Latin America,17,584.65,302.33,4362,177.53,4.9,14.0,None
2024-10-21,Smart Pro Watch,Electronics,North America,14,2799.86,1241.79,2177,72.59,4.5,0.0,None
2024-10-21,Smart Pro Watch,Electronics,EMEA,12,2399.88,1066.46,2893,53.94,4.2,0.0,None
2024-10-21,Smart Pro Watch,Electronics,APAC,16,3199.84,1423.87,2869,64.22,4.4,0.0,None
2024-10-21,Smart Pro Watch,Electronics,Latin America,9,1799.91,792.31,4374,70.59,4.4,0.0,None
2024-10-21,Neural Headset,Electronics,North America,20,5999.8,2992.21,2256,30.75,4.5,0.0,None
2024-10-21,Neural Headset,Electronics,EMEA,13,3899.87,1942.14,3006,31.19,4.3,0.0,None
2024-10-21,Neural Headset,Electronics,APAC,15,4499.85,2231.58,3259,73.4,4.9,0.0,None
2024-10-21,Neural Headset,Electronics,Latin America,9,2699.91,1332.94,3707,68.07,4.8,0.0,None
2024-10-21,AeroFit Runner Tee,Apparel,North America,32,1119.68,655.53,683,65.12,4.7,0.0,None
2024-10-21,AeroFit Runner Tee,Apparel,EMEA,22,769.78,447.16,1449,58.82,4.6,0.0,None
2024-10-21,AeroFit Runner Tee,Apparel,APAC,28,979.72,581.82,1084,24.05,4.1,0.0,None
2024-10-21,AeroFit Runner Tee,Apparel,Latin America,15,524.85,302.58,2581,49.33,4.0,0.0,None
2024-10-21,Holo-Knit Hoodie,Apparel,North America,30,2399.7,1313.42,700,25.67,4.4,0.0,None
2024-10-21,Holo-Knit Hoodie,Apparel,EMEA,23,1839.77,1001.89,1848,39.94,4.6,0.0,None
2024-10-21,Holo-Knit Hoodie,Apparel,APAC,23,1839.77,993.66,1211,72.84,5.0,0.0,None
2024-10-21,Holo-Knit Hoodie,Apparel,Latin America,15,1199.85,644.56,2586,61.44,4.4,0.0,None
2024-10-21,EcoTemp Thermostat,Home & Kitchen,North America,11,1429.89,556.32,3132,62.53,4.9,0.0,None
2024-10-21,EcoTemp Thermostat,Home & Kitchen,EMEA,7,909.93,347.49,3874,65.94,4.7,0.0,None
2024-10-21,EcoTemp Thermostat,Home & Kitchen,APAC,11,1429.89,565.95,3690,24.03,4.2,0.0,None
2024-10-21,EcoTemp Thermostat,Home & Kitchen,Latin America,6,779.94,299.78,4161,48.78,4.2,0.0,None
2024-10-21,GlowSerum v2,Beauty,North America,24,1199.76,829.86,1730,39.9,4.7,0.0,None
2024-10-21,GlowSerum v2,Beauty,EMEA,13,649.87,447.84,2305,28.29,4.7,0.0,None
2024-10-21,GlowSerum v2,Beauty,APAC,18,899.82,624.86,2091,20.07,4.3,0.0,None
2024-10-21,GlowSerum v2,Beauty,Latin America,13,649.87,436.01,3816,75.6,5.0,0.0,None
2024-10-21,Apex Yoga Mat,Sports,North America,15,599.85,370.72,2459,76.73,4.3,0.0,None
2024-10-21,Apex Yoga Mat,Sports,EMEA,11,439.89,271.11,3883,59.29,4.7,0.0,None
2024-10-21,Apex Yoga Mat,Sports,APAC,12,479.88,294.02,2671,71.62,5.0,0.0,None
2024-10-21,Apex Yoga Mat,Sports,Latin America,7,279.93,168.29,4355,54.64,4.7,0.0,None
2024-10-22,Smart Pro Watch,Electronics,North America,17,3399.83,1514.83,2160,60.39,4.1,0.0,None
2024-10-22,Smart Pro Watch,Electronics,EMEA,11,2199.89,970.27,2882,78.72,4.3,0.0,None
2024-10-22,Smart Pro Watch,Electronics,APAC,15,2999.85,1342.69,2854,28.96,4.4,0.0,None
2024-10-22,Smart Pro Watch,Electronics,Latin America,9,1799.91,791.0,4365,75.82,4.7,0.0,None
2024-10-22,Neural Headset,Electronics,North America,19,5699.81,2839.31,2237,42.38,4.8,0.0,None
2024-10-22,Neural Headset,Electronics,EMEA,16,4799.84,2388.65,2990,45.08,4.9,0.0,None
2024-10-22,Neural Headset,Electronics,APAC,20,5999.8,2988.96,3239,43.75,4.1,0.0,None
2024-10-22,Neural Headset,Electronics,Latin America,10,2999.9,1486.03,3697,55.69,4.9,0.0,None
2024-10-22,AeroFit Runner Tee,Apparel,North America,25,874.75,512.95,658,47.58,4.6,0.0,None
2024-10-22,AeroFit Runner Tee,Apparel,EMEA,24,839.76,487.34,1425,66.07,4.7,0.0,None
2024-10-22,AeroFit Runner Tee,Apparel,APAC,30,1049.7,609.96,1054,79.44,4.8,0.0,None
2024-10-22,AeroFit Runner Tee,Apparel,Latin America,17,594.83,350.79,2564,24.44,4.3,0.0,None
2024-10-22,Holo-Knit Hoodie,Apparel,North America,33,2639.67,1446.21,667,22.45,5.0,0.0,None
2024-10-22,Holo-Knit Hoodie,Apparel,EMEA,21,1679.79,904.72,1827,76.65,4.0,0.0,None
2024-10-22,Holo-Knit Hoodie,Apparel,APAC,24,1919.76,1036.39,1187,77.92,4.6,0.0,None
2024-10-22,Holo-Knit Hoodie,Apparel,Latin America,15,1199.85,652.65,2571,29.05,4.1,0.0,None
2024-10-22,EcoTemp Thermostat,Home & Kitchen,North America,11,1429.89,552.87,3121,76.33,4.1,0.0,None
2024-10-22,EcoTemp Thermostat,Home & Kitchen,EMEA,9,1169.91,449.69,3865,73.09,5.0,0.0,None
2024-10-22,EcoTemp Thermostat,Home & Kitchen,APAC,8,1039.92,396.42,3682,78.18,4.9,0.0,None
2024-10-22,EcoTemp Thermostat,Home & Kitchen,Latin America,9,1088.02,362.25,4152,95.3,4.6,7.0,None
2024-10-22,GlowSerum v2,Beauty,North America,24,1199.76,829.4,1706,41.72,4.8,0.0,None
2024-10-22,GlowSerum v2,Beauty,EMEA,16,799.84,550.38,2289,38.03,4.0,0.0,None
2024-10-22,GlowSerum v2,Beauty,APAC,19,949.81,653.99,2072,43.49,4.8,0.0,None
2024-10-22,GlowSerum v2,Beauty,Latin America,13,649.87,441.4,3803,54.05,4.3,0.0,None
2024-10-22,Apex Yoga Mat,Sports,North America,14,559.86,349.84,2445,56.27,4.8,0.0,None
2024-10-22,Apex Yoga Mat,Sports,EMEA,11,439.89,274.42,3872,46.03,4.8,0.0,None
2024-10-22,Apex Yoga Mat,Sports,APAC,12,479.88,292.39,2659,78.12,4.7,0.0,None
2024-10-22,Apex Yoga Mat,Sports,Latin America,9,359.91,217.86,4346,64.33,4.9,0.0,None
2024-10-23,Smart Pro Watch,Electronics,North America,17,3399.83,1520.12,2143,39.23,4.5,0.0,None
2024-10-23,Smart Pro Watch,Electronics,EMEA,13,2599.87,1151.65,2869,73.18,4.0,0.0,None
2024-10-23,Smart Pro Watch,Electronics,APAC,13,2599.87,1150.7,2841,76.95,4.1,0.0,None
2024-10-23,Smart Pro Watch,Electronics,Latin America,8,1599.92,708.85,4357,44.45,4.6,0.0,None
2024-10-23,Neural Headset,Electronics,North America,17,5099.83,2531.3,2220,74.45,4.6,0.0,None
2024-10-23,Neural Headset,Electronics,EMEA,10,2999.9,1491.64,2980,33.24,4.6,0.0,None
2024-10-23,Neural Headset,Electronics,APAC,15,4499.85,2231.62,3224,73.24,4.3,0.0,None
2024-10-23,Neural Headset,Electronics,Latin America,7,2099.93,1030.59,3690,77.48,4.9,0.0,None
2024-10-23,AeroFit Runner Tee,Apparel,North America,29,1014.71,598.36,629,41.88,4.9,0.0,None
2024-10-23,AeroFit Runner Tee,Apparel,EMEA,23,804.77,477.34,1402,22.08,4.7,0.0,None
2024-10-23,AeroFit Runner Tee,Apparel,APAC,34,1046.9,534.32,1020,146.85,5.0,12.0,None
2024-10-23,AeroFit Runner Tee,Apparel,Latin America,16,559.84,317.95,2548,71.81,4.8,0.0,None
2024-10-23,Holo-Knit Hoodie,Apparel,North America,27,2159.73,1172.5,640,61.39,4.8,0.0,None
2024-10-23,Holo-Knit Hoodie,Apparel,EMEA,19,1519.81,820.21,1808,62.73,4.7,0.0,None
2024-10-23,Holo-Knit Hoodie,Apparel,APAC,32,2559.68,1392.0,1155,63.3,4.3,0.0,None
2024-10-23,Holo-Knit Hoodie,Apparel,Latin America,15,1199.85,640.41,2556,78.02,4.4,0.0,None
2024-10-23,EcoTemp Thermostat,Home & Kitchen,North America,11,1429.89,552.09,3110,79.47,4.7,0.0,None
2024-10-23,EcoTemp Thermostat,Home & Kitchen,EMEA,9,1169.91,457.23,3856,42.94,4.8,0.0,None
2024-10-23,EcoTemp Thermostat,Home & Kitchen,APAC,11,1429.89,553.37,3671,74.36,4.3,0.0,None
2024-10-23,EcoTemp Thermostat,Home & Kitchen,Latin America,9,1029.52,299.27,4143,113.2,4.8,12.0,None
2024-10-23,GlowSerum v2,Beauty,North America,16,799.84,540.79,1690,76.39,4.2,0.0,None
2024-10-23,GlowSerum v2,Beauty,EMEA,15,749.85,517.75,2274,28.56,4.8,0.0,None
2024-10-23,GlowSerum v2,Beauty,APAC,17,849.83,584.16,2055,42.88,4.1,0.0,None
2024-10-23,GlowSerum v2,Beauty,Latin America,13,649.87,449.71,3790,20.81,4.9,0.0,None
2024-10-23,Apex Yoga Mat,Sports,North America,14,559.86,355.31,2431,34.38,4.1,0.0,None
2024-10-23,Apex Yoga Mat,Sports,EMEA,8,319.92,201.11,3864,27.35,4.8,0.0,None
2024-10-23,Apex Yoga Mat,Sports,APAC,18,633.44,347.89,2641,134.45,4.2,12.0,None
2024-10-23,Apex Yoga Mat,Sports,Latin America,9,359.91,227.2,4337,26.98,4.8,0.0,None
2024-10-24,Smart Pro Watch,Electronics,North America,18,3599.82,1611.72,2125,32.81,4.4,0.0,None
2024-10-24,Smart Pro Watch,Electronics,EMEA,11,2199.89,978.08,2858,47.47,4.1,0.0,None
2024-10-24,Smart Pro Watch,Electronics,APAC,18,3599.82,1601.36,2823,74.22,4.7,0.0,None
2024-10-24,Smart Pro Watch,Electronics,Latin America,10,1999.9,886.99,4347,51.85,4.4,0.0,None
2024-10-24,Neural Headset,Electronics,North America,21,6299.79,3130.91,2199,75.92,4.4,0.0,None
2024-10-24,Neural Headset,Electronics,EMEA,14,4199.86,2086.57,2966,53.42,4.3,0.0,None
2024-10-24,Neural Headset,Electronics,APAC,14,4199.86,2082.69,3210,68.94,4.2,0.0,None
2024-10-24,Neural Headset,Electronics,Latin America,8,2399.92,1187.38,3682,50.33,4.5,0.0,None
2024-10-24,AeroFit Runner Tee,Apparel,North America,33,1154.67,677.6,596,60.82,4.1,0.0,None
2024-10-24,AeroFit Runner Tee,Apparel,EMEA,20,699.8,400.41,1382,77.89,4.9,0.0,None
2024-10-24,AeroFit Runner Tee,Apparel,APAC,25,874.75,509.7,995,60.6,4.3,0.0,None
2024-10-24,AeroFit Runner Tee,Apparel,Latin America,14,489.86,286.7,2534,28.86,4.9,0.0,None
2024-10-24,Holo-Knit Hoodie,Apparel,North America,24,1919.76,1048.89,616,27.92,4.4,0.0,None
2024-10-24,Holo-Knit Hoodie,Apparel,EMEA,23,1839.77,1006.82,1785,20.2,4.3,0.0,None
2024-10-24,Holo-Knit Hoodie,Apparel,APAC,34,2366.1,1106.52,1121,142.93,4.4,13.0,None
2024-10-24,Holo-Knit Hoodie,Apparel,Latin America,16,1279.84,698.54,2540,21.48,4.9,0.0,None
2024-10-24,EcoTemp Thermostat,Home & Kitchen,North America,12,1559.88,611.16,3098,51.15,4.9,0.0,None
2024-10-24,EcoTemp Thermostat,Home & Kitchen,EMEA,9,1169.91,452.73,3847,60.95,4.7,0.0,None
2024-10-24,EcoTemp Thermostat,Home & Kitchen,APAC,13,1571.58,516.49,3658,164.67,4.6,7.0,None
2024-10-24,EcoTemp Thermostat,Home & Kitchen,Latin America,7,909.93,350.37,4136,54.42,4.8,0.0,None
2024-10-24,GlowSerum v2,Beauty,North America,17,849.83,586.62,1673,33.06,4.7,0.0,None
2024-10-24,GlowSerum v2,Beauty,EMEA,17,849.83,587.41,2257,29.87,4.0,0.0,None
2024-10-24,GlowSerum v2,Beauty,APAC,16,799.84,549.22,2039,42.69,4.5,0.0,None
2024-10-24,GlowSerum v2,Beauty,Latin America,14,699.86,471.3,3776,74.39,4.0,0.0,None
2024-10-24,Apex Yoga Mat,Sports,North America,12,479.88,298.29,2419,54.54,4.2,0.0,None
2024-10-24,Apex Yoga Mat,Sports,EMEA,9,359.91,223.34,3855,42.41,4.6,0.0,None
2024-10-24,Apex Yoga Mat,Sports,APAC,11,439.89,268.03,2630,71.59,4.1,0.0,None
2024-10-24,Apex Yoga Mat,Sports,Latin America,6,239.94,140.56,4331,61.59,4.8,0.0,None
2024-10-25,Smart Pro Watch,Electronics,North America,20,3999.8,1785.67,2105,56.96,4.2,0.0,None
2024-10-25,Smart Pro Watch,Electronics,EMEA,12,2399.88,1062.15,2846,71.17,4.7,0.0,None
2024-10-25,Smart Pro Watch,Electronics,APAC,16,3199.84,1423.2,2807,66.9,4.1,0.0,None
2024-10-25,Smart Pro Watch,Electronics,Latin America,10,1999.9,893.65,4337,25.23,4.4,0.0,None
2024-10-25,Neural Headset,Electronics,North America,19,5186.83,2303.14,2180,135.12,4.4,9.0,None
2024-10-25,Neural Headset,Electronics,EMEA,14,4199.86,2080.53,2952,77.58,4.8,0.0,None
2024-10-25,Neural Headset,Electronics,APAC,16,4799.84,2382.47,3194,69.79,4.0,0.0,None
2024-10-25,Neural Headset,Electronics,Latin America,10,2999.9,1489.0,3672,43.79,4.4,0.0,None
2024-10-25,AeroFit Runner Tee,Apparel,North America,22,769.78,444.51,574,69.42,4.6,0.0,None
2024-10-25,AeroFit Runner Tee,Apparel,EMEA,21,734.79,421.45,1361,77.71,4.7,0.0,None
2024-10-25,AeroFit Runner Tee,Apparel,APAC,27,944.73,554.44,968,49.58,4.9,0.0,None
2024-10-25,AeroFit Runner Tee,Apparel,Latin America,13,454.87,259.91,2521,52.05,4.3,0.0,None
2024-10-25,Holo-Knit Hoodie,Apparel,North America,26,2079.74,1135.85,590,32.02,4.1,0.0,None
2024-10-25,Holo-Knit Hoodie,Apparel,EMEA,23,1839.77,992.41,1762,77.85,5.0,0.0,None
2024-10-25,Holo-Knit Hoodie,Apparel,APAC,28,2239.72,1224.72,1093,28.5,4.0,0.0,None
2024-10-25,Holo-Knit Hoodie,Apparel,Latin America,19,1519.81,821.78,2521,56.45,4.3,0.0,None
2024-10-25,EcoTemp Thermostat,Home & Kitchen,North America,10,1299.9,506.56,3088,53.61,4.2,0.0,None
2024-10-25,EcoTemp Thermostat,Home & Kitchen,EMEA,7,909.93,344.11,3840,79.45,4.6,0.0,None
2024-10-25,EcoTemp Thermostat,Home & Kitchen,APAC,10,1299.9,503.95,3648,64.06,4.2,0.0,None
2024-10-25,EcoTemp Thermostat,Home & Kitchen,Latin America,7,909.93,344.08,4129,79.57,4.3,0.0,None
2024-10-25,GlowSerum v2,Beauty,North America,17,849.83,589.14,1656,22.96,4.6,0.0,None
2024-10-25,GlowSerum v2,Beauty,EMEA,18,899.82,611.91,2239,71.87,4.2,0.0,None
2024-10-25,GlowSerum v2,Beauty,APAC,20,999.8,693.14,2019,26.88,4.8,0.0,None
2024-10-25,GlowSerum v2,Beauty,Latin America,12,599.88,402.5,3764,69.66,4.0,0.0,None
2024-10-25,Apex Yoga Mat,Sports,North America,12,479.88,303.48,2407,33.75,4.1,0.0,None
2024-10-25,Apex Yoga Mat,Sports,EMEA,10,399.9,252.71,3845,28.91,4.9,0.0,None
2024-10-25,Apex Yoga Mat,Sports,APAC,15,521.87,275.39,2615,146.11,4.4,13.0,None
2024-10-25,Apex Yoga Mat,Sports,Latin America,7,279.93,166.15,4324,63.21,4.7,0.0,None
2024-10-26,Smart Pro Watch,Electronics,North America,23,4599.77,2060.19,2082,38.83,4.4,0.0,None
2024-10-26,Smart Pro Watch,Electronics,EMEA,20,3999.8,1793.82,2826,24.36,4.2,0.0,None
2024-10-26,Smart Pro Watch,Electronics,APAC,27,5399.73,2423.87,2780,24.04,4.3,0.0,None
2024-10-26,Smart Pro Watch,Electronics,Latin America,22,3827.81,1379.68,4315,112.99,4.3,13.0,None
2024-10-26,Neural Headset,Electronics,North America,22,6599.78,3284.83,2158,60.23,5.0,0.0,None
2024-10-26,Neural Headset,Electronics,EMEA,17,5099.83,2538.15,2935,47.05,4.5,0.0,None
2024-10-26,Neural Headset,Electronics,APAC,22,6599.78,3293.99,3172,23.61,4.0,0.0,None
2024-10-26,Neural Headset,Electronics,Latin America,11,3299.89,1630.3,3661,78.58,4.7,0.0,None
2024-10-26,AeroFit Runner Tee,Apparel,North America,54,1624.94,845.76,520,93.6,4.1,14.0,None
2024-10-26,AeroFit Runner Tee,Apparel,EMEA,28,979.72,579.18,1333,34.62,4.7,0.0,None
2024-10-26,AeroFit Runner Tee,Apparel,APAC,30,1049.7,615.51,938,57.22,4.5,0.0,None
2024-10-26,AeroFit Runner Tee,Apparel,Latin America,33,981.47,497.75,2488,87.42,4.4,15.0,None
2024-10-26,Holo-Knit Hoodie,Apparel,North America,44,3519.56,1927.29,546,33.88,4.2,0.0,None
2024-10-26,Holo-Knit Hoodie,Apparel,EMEA,20,1599.8,869.05,1742,43.36,4.8,0.0,None
2024-10-26,Holo-Knit Hoodie,Apparel,APAC,31,2479.69,1353.74,1062,40.35,4.6,0.0,None
2024-10-26,Holo-Knit Hoodie,Apparel,Latin America,21,1679.79,912.58,2500,45.22,4.2,0.0,None
2024-10-26,EcoTemp Thermostat,Home & Kitchen,North America,14,1819.86,719.82,3074,32.48,4.9,0.0,None
2024-10-26,EcoTemp Thermostat,Home & Kitchen,EMEA,10,1299.9,511.92,3830,32.18,4.6,0.0,None
2024-10-26,EcoTemp Thermostat,Home & Kitchen,APAC,14,1819.86,717.21,3634,42.93,4.5,0.0,None
2024-10-26,EcoTemp Thermostat,Home & Kitchen,Latin America,9,1169.91,454.29,4120,54.69,4.3,0.0,None
2024-10-26,GlowSerum v2,Beauty,North America,31,1549.69,1077.61,1625,28.68,4.4,0.0,None
2024-10-26,GlowSerum v2,Beauty,EMEA,31,1425.71,934.0,2208,107.23,4.3,8.0,None
2024-10-26,GlowSerum v2,Beauty,APAC,26,1299.74,892.83,1993,67.97,4.0,0.0,None
2024-10-26,GlowSerum v2,Beauty,Latin America,17,849.83,575.36,3747,78.09,4.5,0.0,None
2024-10-26,Apex Yoga Mat,Sports,North America,19,759.81,480.7,2388,52.69,4.3,0.0,None
2024-10-26,Apex Yoga Mat,Sports,EMEA,12,479.88,300.17,3833,47.01,4.3,0.0,None
2024-10-26,Apex Yoga Mat,Sports,APAC,18,719.82,456.59,2597,45.19,4.4,0.0,None
2024-10-26,Apex Yoga Mat,Sports,Latin America,13,519.87,329.06,4311,35.42,4.3,0.0,None
2024-10-27,Smart Pro Watch,Electronics,North America,31,5765.71,2330.37,2051,102.06,4.4,7.0,None
2024-10-27,Smart Pro Watch,Electronics,EMEA,21,4199.79,1878.51,2805,45.6,4.2,0.0,None
2024-10-27,Smart Pro Watch,Electronics,APAC,23,4599.77,2063.71,2757,24.74,4.4,0.0,None
2024-10-27,Smart Pro Watch,Electronics,Latin America,12,2399.88,1069.24,4303,42.81,4.3,0.0,None
2024-10-27,Neural Headset,Electronics,North America,29,7916.74,3546.68,2129,80.8,4.5,9.0,None
2024-10-27,Neural Headset,Electronics,EMEA,19,5699.81,2834.79,2916,60.47,4.4,0.0,None
2024-10-27,Neural Headset,Electronics,APAC,20,5999.8,2993.72,3152,24.7,4.5,0.0,None
2024-10-27,Neural Headset,Electronics,Latin America,15,4499.85,2232.32,3646,70.43,4.8,0.0,None
2024-10-27,AeroFit Runner Tee,Apparel,North America,39,1364.61,808.54,481,40.92,4.2,0.0,None
2024-10-27,AeroFit Runner Tee,Apparel,EMEA,37,1294.63,760.47,1296,65.22,4.9,0.0,None
2024-10-27,AeroFit Runner Tee,Apparel,APAC,36,1259.64,746.4,902,37.53,4.8,0.0,None
2024-10-27,AeroFit Runner Tee,Apparel,Latin America,26,909.74,536.26,2462,38.32,4.1,0.0,None
2024-10-27,Holo-Knit Hoodie,Apparel,North America,41,3279.59,1789.72,505,56.21,4.8,0.0,None
2024-10-27,Holo-Knit Hoodie,Apparel,EMEA,35,2799.65,1530.93,1707,35.51,4.6,0.0,None
2024-10-27,Holo-Knit Hoodie,Apparel,APAC,35,2799.65,1526.18,1027,54.5,4.0,0.0,None
2024-10-27,Holo-Knit Hoodie,Apparel,Latin America,26,2079.74,1126.3,2474,70.21,4.7,0.0,None
2024-10-27,EcoTemp Thermostat,Home & Kitchen,North America,14,1819.86,719.58,3060,33.47,4.1,0.0,None
